Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,Hour,Day,Month,Cross_Border,Large_Transaction,Round_Amount,Sender_Frequency,Risk_Score
2019-01-01 00:14:00,801946100,8023F0980,83585F5A0,948893910,79.2,US Dollar,79.2,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:08:00,80029A010,8023F10C0,9B63D3130,A3375D1E0,8.04,US Dollar,8.04,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,800228A70,8023F1BE0,816E42310,81DAC5810,206.29,US Dollar,206.29,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,800D06970,8023F48E0,9A7F59FA0,A23691240,72.87,US Dollar,72.87,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:16:00,8019DAE40,8023F4E50,9A7F59FA0,A23691240,121.73,US Dollar,121.73,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:11:00,8019B14A0,8023F4EA0,9A7F59FA0,A23691240,79.36,US Dollar,79.36,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,802223EE0,8026D32C0,97C5A4830,9F067B3E0,48.73,US Dollar,48.73,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,100417200,8026D6B20,81A573520,8312925F0,54.27,US Dollar,54.27,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:16:00,800A67B70,8026D7780,807A89B80,A4B811640,23.06,US Dollar,23.06,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:04:00,8022A76F0,80272F3E0,81A573520,8312925F0,25.74,US Dollar,25.74,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,8019B14A0,8028CB110,8F05B1670,A3D206C60,2.38,US Dollar,2.38,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,8019312B0,8028CCA60,8F05B1670,A3D206C60,79.38,US Dollar,79.38,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,8010A10E0,8029A62C0,8F0FB8E90,9293198E0,10.52,US Dollar,10.52,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,801CE14A0,8029DC7C0,92B778B50,A9D81DE70,5.12,US Dollar,5.12,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:11:00,801CE14A0,802D82570,911592350,944AF2820,40.78,US Dollar,40.78,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:16:00,8019312B0,802E26B20,8019312B0,8083BAE90,20.31,US Dollar,20.31,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:28:00,8018BAD20,802E27220,8F8057A00,A66838C60,7.14,US Dollar,7.14,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:21:00,801D55C50,802E28FE0,8019312B0,8083BAE90,36.59,US Dollar,36.59,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:04:00,80160C100,802E6D500,88C2A2E00,AC19D3410,7.25,US Dollar,7.25,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,800935510,802E6DA10,8019312B0,8083BAE90,26.86,US Dollar,26.86,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,801CE14A0,802F0D230,9F448FAF0,B1A3A7DE0,57.74,US Dollar,57.74,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,800E2FFD0,802F12070,89234CAD0,AB32A6D20,25.81,US Dollar,25.81,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:04:00,802223EE0,802F12110,A4E6337A0,B208D9870,29.67,US Dollar,29.67,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:10:00,80185D7C0,8030306D0,830D96080,9476429E0,281.66,US Dollar,281.66,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,8003044E0,803044E70,8DE7EC780,B3CF2EC70,138.12,US Dollar,138.12,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:28:00,8019DAE40,803098B60,B2D45A360,B3CF2F320,56.43,US Dollar,56.43,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,800631FA0,803098F50,A7D267A70,AE9C5D2A0,45.49,US Dollar,45.49,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,800A67B70,803099970,830D96080,9476429E0,65.16,US Dollar,65.16,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,800898150,803138F10,800898150,803138F10,21.5,Euro,25.2,US Dollar,Credit Card,0,0,1,1,1,0,0,2,30
2019-01-01 00:14:00,800898150,803138F10,802F2CC10,9E50332D0,21.5,Euro,21.5,Euro,Credit Card,0,0,1,1,0,0,0,2,0
2019-01-01 00:03:00,800FDE880,803139370,801946100,82DC3DA80,54.03,US Dollar,54.03,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,803191840,803C98B70,A05218360,AE9C5D200,16.69,US Dollar,16.69,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:13:00,8037C01F0,803CA5280,8FB5416F0,9AF9FCC60,54.45,US Dollar,54.45,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,8001B5DA0,8043DBAF0,8D90FE560,A0FE6CB70,33.42,US Dollar,33.42,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,8006BA2C0,8043DCCD0,8FB5416F0,9AF9FCC60,97.22,US Dollar,97.22,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,8012BC620,8043DD180,860A858C0,9170281E0,16.02,US Dollar,16.02,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:08:00,80362CEC0,8043FC890,A2616B140,A436D59F0,24.37,US Dollar,24.37,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:20:00,803682820,804403A20,AD48C20C0,AFC85B500,5.91,US Dollar,5.91,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:08:00,800FDE880,804404900,8A94F7890,8FA535B70,12.47,US Dollar,12.47,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:16:00,802E7FCB0,804405990,845590A50,8DA4633A0,22.49,US Dollar,22.49,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:17:00,80362CEC0,804406580,802353270,80D3232C0,18.57,US Dollar,18.57,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,8043DD8A0,8044168B0,845590A50,8DA4633A0,18.96,US Dollar,18.96,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,800A67B70,804416920,9D7077890,B04FDC4B0,34.54,US Dollar,34.54,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,8021ADE00,804418650,AD48C20C0,AFC85B500,48.54,US Dollar,48.54,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,803E7B060,8044221B0,8009DE6E0,802D81850,38.4,US Dollar,38.4,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,80185D7C0,80444FE40,8A94F7890,8FA535B70,0.88,US Dollar,0.88,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:04:00,803664190,8046C9100,806C8F170,8C7A5D0D0,8.2,US Dollar,8.2,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:13:00,803305460,8046CC9B0,9EBEA91D0,A213105D0,298.19,US Dollar,298.19,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:23:00,803305460,8046D2410,9EBEA91D0,A213105D0,30.05,US Dollar,30.05,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,801899990,8046E0F90,AC60525F0,AE81B9940,25.49,US Dollar,25.49,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,803682820,8046E2BA0,90F4B34B0,A54E5AF00,2626.9,US Dollar,2626.9,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:08:00,8009DE6E0,80476C9A0,806C8F170,8C7A5D0D0,39.04,US Dollar,39.04,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,80010BD60,8047B00E0,85E98DEA0,B40A2C7C0,139.14,US Dollar,139.14,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,802366E30,8047B3010,9912B9D10,ABDF09A50,17.66,US Dollar,17.66,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:06:00,8021ADE00,8047B4050,828F47BC0,9E4A74020,14.33,US Dollar,14.33,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:13:00,8009DE6E0,8047B5660,85E98DEA0,B40A2C7C0,21.33,US Dollar,21.33,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,8011A0090,8047B5830,9912B9D10,ABDF09A50,25.41,US Dollar,25.41,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,802D8CBA0,8047F4CC0,85E98DEA0,B40A2C7C0,18.4,US Dollar,18.4,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:25:00,8044197F0,8047FB630,81432FD00,864E4B1D0,0.74,US Dollar,0.74,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:21:00,8012F5F90,804809F90,80CA0CEB0,83D2ED1B0,121.67,US Dollar,121.67,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:22:00,803126740,80480B150,806D476B0,80F168F60,96.0,US Dollar,96.0,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:06:00,801899990,80480B370,80CA0CEB0,83D2ED1B0,14.36,US Dollar,14.36,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,8010EFF30,80480C120,804342B60,81F4F9AD0,36.89,US Dollar,36.89,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:28:00,8016AEF70,80480C960,804342B60,81F4F9AD0,8.85,US Dollar,8.85,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,800228A70,8048FFA00,8ACBA7000,A5F8C2440,15.05,US Dollar,15.05,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,803EBC2F0,8048FFA50,8C3E44A70,9EF0061A0,48.13,US Dollar,48.13,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:13:00,8004A6B50,804972E70,84E37EBE0,864E4AF50,116.55,US Dollar,116.55,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,800A22C40,801524420,804AB41F0,8B9FDE700,125.8,US Dollar,125.8,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:07:00,8012F5F90,8049803D0,81432FD00,864E4B1D0,11.98,US Dollar,11.98,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,8041A5310,804980420,84C4A69C0,864E4AD70,185.32,US Dollar,185.32,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,800FDE880,804989E10,84508A640,852FE0A00,51.94,US Dollar,51.94,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:06:00,802ECD360,8031393C0,88DE59D60,99271E450,445.69,US Dollar,445.69,US Dollar,Credit Card,0,0,1,1,0,1,0,1,40
2019-01-01 00:18:00,804584DE0,804989F20,88DE59D60,99271E450,195.88,US Dollar,195.88,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:21:00,802A17890,804989F70,9102BC080,AF3474770,31.72,US Dollar,31.72,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,802ECD360,80498A520,8313D6C70,AC66ED3D0,40.01,US Dollar,40.01,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:25:00,800898150,80498B5D0,9102BC080,AF3474770,35.43,US Dollar,35.43,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:10:00,803682820,804A7BCB0,939A40740,B2261E310,8.53,US Dollar,8.53,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,800E2FFD0,804A7BD00,992D6C7B0,A47487C50,64.04,US Dollar,64.04,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,80030B280,80532F990,939A40740,B2261E310,17.18,US Dollar,17.18,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:14:00,803F2D260,80533E1B0,8FAAD83E0,9380CEB50,3.69,US Dollar,3.69,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:26:00,800898150,8053489F0,800898150,8053489F0,63.41,UK Pound,81.9,US Dollar,Credit Card,0,0,1,1,1,0,0,2,30
2019-01-01 00:26:00,800898150,8053489F0,95997E2E0,9644E61B0,63.41,UK Pound,63.41,UK Pound,Credit Card,0,0,1,1,0,0,0,2,0
2019-01-01 00:22:00,80010C0F0,805348DA0,82BE43F70,884D82B50,15.63,US Dollar,15.63,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,8051EF8E0,8053517D0,885E785B0,8F89BD7C0,73.24,US Dollar,73.24,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,804619AD0,8055AF8D0,838718510,8F5C6D260,17.15,US Dollar,17.15,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,800935510,8055B9770,949DD8E00,9D935E9A0,47.48,US Dollar,47.48,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:25:00,80185D7C0,8055BD5F0,8CFB29550,8DADDFCA0,1.87,US Dollar,1.87,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:21:00,804A863F0,8055BDF50,80929BAA0,85B38B550,88.36,US Dollar,88.36,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:06:00,802CD6CF0,8055BF5D0,8332EE2A0,846009530,27.51,US Dollar,27.51,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,802ECD360,8055BF670,A516BC0D0,ABF8BF700,0.42,US Dollar,0.42,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:28:00,8028CA990,8055E3150,8016AEF70,829B8A540,107.29,US Dollar,107.29,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,80010C470,8055E62D0,A4287E0A0,A42CE7E20,4.25,US Dollar,4.25,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:18:00,802CD6CF0,8055E70D0,9D92FC3B0,9F1AB28A0,16.49,US Dollar,16.49,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:15:00,8012BC620,8056E9B80,8016AEF70,829B8A540,6.98,US Dollar,6.98,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:09:00,804D519E0,805F7F4E0,8269B0A10,9346603E0,6.73,US Dollar,6.73,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,8041A5310,805F9FF40,8041A5310,805F9FF40,74.33,Euro,87.1,US Dollar,Credit Card,0,0,1,1,1,0,0,2,30
2019-01-01 00:27:00,8041A5310,805F9FF40,991298F10,AB2B2C2B0,74.33,Euro,74.33,Euro,Credit Card,0,0,1,1,0,0,0,2,0
2019-01-01 00:22:00,803CA2930,805FA13B0,A27F6AE00,AED0F6430,46.95,US Dollar,46.95,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:27:00,8018BAD20,806088530,93E9F96E0,9F5A40130,197.65,US Dollar,197.65,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:01:00,8053A6970,806088620,8DD4F9DE0,8F25BD5B0,72.81,US Dollar,72.81,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:26:00,80644E280,80645DF80,802A17890,84696F5C0,6.69,US Dollar,6.69,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:06:00,80103E030,8064D7960,8A2C95E80,9BBA23BC0,80.78,US Dollar,80.78,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,80072D850,8064D7EC0,8269B0A10,9346603E0,15.58,US Dollar,15.58,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:18:00,8017A5F70,8064DB820,93E9F96E0,9F5A40130,20.81,US Dollar,20.81,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:24:00,80160C100,8064DEEC0,831EE6AC0,AC0659960,13.79,US Dollar,13.79,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:06:00,80030B280,8065EB740,8E54B5AC0,96FAE7720,1.14,US Dollar,1.14,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,8012BC620,8065EBC40,A1E72B320,AB486F500,3.26,US Dollar,3.26,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:18:00,8006BA2C0,8065EC0A0,82BE18F10,85C037630,134.2,US Dollar,134.2,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:13:00,801F0D920,8065EC0F0,80747C050,8332E9490,46.1,US Dollar,46.1,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:19:00,8039635C0,8065EC190,831EE6AC0,AC0659960,48.37,US Dollar,48.37,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:03:00,805C6C7F0,8066162F0,908DC1120,B23594BA0,55.21,US Dollar,55.21,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:05:00,80275D730,806618A70,A799A3CF0,B3C6ACB40,55.53,US Dollar,55.53,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:29:00,805256350,806618B10,8A3E0E640,A73F06C40,0.39,US Dollar,0.39,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:16:00,8043DD8A0,806619280,827918620,AA9D3AB20,139.61,US Dollar,139.61,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
2019-01-01 00:00:00,803816280,806619410,827918620,AA9D3AB20,8.21,US Dollar,8.21,US Dollar,Credit Card,0,0,1,1,0,0,0,1,0
